r (Å)    g(r) for Cu-H     g(r)_smooth
0.0250000000 0.0000000000 0.0000000000
0.0750000000 0.0000000000 0.0000000000
0.1250000000 0.0000000000 0.0000000000
0.1750000000 0.0000000000 0.0000000000
0.2250000000 0.0000000000 0.0000000000
0.2750000000 0.0000000000 0.0000000000
0.3250000000 0.0000000000 0.0000000000
0.3750000000 0.0000000000 0.0000000000
0.4250000000 0.0000000000 0.0000000000
0.4750000000 0.0000000000 0.0000000000
0.5250000000 0.0000000000 0.0000000000
0.5750000000 0.0000000000 0.0000000000
0.6250000000 0.0000000000 0.0000000000
0.6750000000 0.0000000000 0.0000000000
0.7250000000 0.0000000000 0.0000000000
0.7750000000 0.0000000000 0.0000000000
0.8250000000 0.0000000000 0.0000000000
0.8750000000 0.0000000000 0.0000000000
0.9250000000 0.0000000000 0.0000000000
0.9750000000 0.0000000000 0.0000000000
1.0250000000 0.0000000000 0.0000000000
1.0750000000 0.0000000000 0.0000000000
1.1250000000 0.0000000000 0.0000000000
1.1750000000 0.0000000000 0.0000000000
1.2250000000 0.0000000000 0.0000000000
1.2750000000 0.0000000000 0.0000000000
1.3250000000 0.0000000000 0.0000000000
1.3750000000 0.0000000000 0.0000000000
1.4250000000 0.0000000000 0.0000000000
1.4750000000 0.0000000000 0.0000000000
1.5250000000 0.0000000000 0.0000000000
1.5750000000 0.0000000000 0.0000000000
1.6250000000 0.0000000000 0.0000000030
1.6750000000 0.0000000000 0.0000001032
1.7250000000 0.0000000000 0.0000013326
1.7750000000 0.0000000000 0.0000071346
1.8250000000 0.0000226291 0.0000208255
1.8750000000 0.0000220257 0.0000535367
1.9250000000 0.0000986864 0.0001359274
1.9750000000 0.0002425611 0.0003065968
2.0250000000 0.0004853804 0.0006270224
2.0750000000 0.0011026100 0.0011500578
2.1250000000 0.0016441510 0.0019578202
2.1750000000 0.0029430843 0.0032536298
2.2250000000 0.0048444085 0.0051750572
2.2750000000 0.0073701257 0.0078140143
2.3250000000 0.0107712598 0.0112549644
2.3750000000 0.0155906918 0.0151604017
2.4250000000 0.0189818073 0.0188601003
2.4750000000 0.0223160014 0.0221573583
2.5250000000 0.0254756234 0.0249855526
2.5750000000 0.0272647772 0.0272584025
2.6250000000 0.0294357255 0.0290970735
2.6750000000 0.0307350632 0.0304060422
2.7250000000 0.0315199364 0.0309990214
2.7750000000 0.0308537870 0.0309742944
2.8250000000 0.0309480059 0.0306290215
2.8750000000 0.0300736489 0.0299593226
2.9250000000 0.0290992896 0.0289783552
2.9750000000 0.0277995334 0.0278392228
3.0250000000 0.0266000839 0.0267369458
3.0750000000 0.0258076307 0.0257712201
3.1250000000 0.0247022217 0.0249829140
3.1750000000 0.0244042613 0.0245089777
3.2250000000 0.0241232234 0.0243896990
3.2750000000 0.0246578139 0.0245227948
3.3250000000 0.0246074683 0.0247238529
3.3750000000 0.0249722074 0.0250133722
3.4250000000 0.0252587732 0.0255092195
3.4750000000 0.0263000679 0.0262613370
3.5250000000 0.0269439468 0.0272964008
3.5750000000 0.0284269677 0.0288336299
3.6250000000 0.0310721346 0.0307150347
3.6750000000 0.0327508126 0.0322381138
3.7250000000 0.0330739723 0.0331654094
3.7750000000 0.0340230856 0.0338226418
3.8250000000 0.0341786467 0.0344523516
3.8750000000 0.0351891941 0.0352473124
3.9250000000 0.0364665016 0.0359978787
3.9750000000 0.0362903968 0.0364824608
4.0250000000 0.0366152709 0.0371913468
4.0750000000 0.0385881510 0.0384600387
4.1250000000 0.0397022590 0.0400727328
4.1750000000 0.0421171565 0.0419078387
4.2250000000 0.0435678043 0.0438576651
4.2750000000 0.0460452284 0.0459086516
4.3250000000 0.0481273471 0.0477508535
4.3750000000 0.0494708980 0.0489476673
4.4250000000 0.0493841499 0.0496213980
4.4750000000 0.0498752069 0.0506011718
4.5250000000 0.0522738349 0.0523766929
4.5750000000 0.0547843236 0.0544899888
4.6250000000 0.0562422332 0.0565637159
4.6750000000 0.0589056926 0.0586758836
4.7250000000 0.0607593650 0.0606050113
4.7750000000 0.0626607052 0.0619647874
4.8250000000 0.0624975338 0.0626101452
4.8750000000 0.0633729157 0.0626421819
4.9250000000 0.0621392033 0.0618756306
4.9750000000 0.0606463906 0.0604003837
5.0250000000 0.0584863541 0.0585745369
5.0750000000 0.0566878723 0.0567143530
5.1250000000 0.0548906386 0.0549625944
5.1750000000 0.0531297300 0.0534973342
5.2250000000 0.0521992408 0.0526459833
5.2750000000 0.0522102164 0.0526095096
5.3250000000 0.0529593110 0.0534206412
5.3750000000 0.0547240406 0.0550142184
5.4250000000 0.0571474607 0.0570520666
5.4750000000 0.0593832998 0.0589417558
5.5250000000 0.0604738999 0.0603156056
5.5750000000 0.0612945562 0.0613802609
5.6250000000 0.0622577394 0.0625962770
5.6750000000 0.0640903134 0.0641860885
5.7250000000 0.0662414605 0.0658084999
5.7750000000 0.0672483542 0.0669951362
5.8250000000 0.0674963685 0.0679689290
5.8750000000 0.0692585261 0.0692562782
5.9250000000 0.0705183668 0.0709522668
5.9750000000 0.0732721929 0.0728388704
6.0250000000 0.0747629604 0.0743124283
6.0750000000 0.0752026839 0.0751677037
6.1250000000 0.0756986081 0.0758012595
6.1750000000 0.0764473315 0.0765520978
6.2250000000 0.0773538635 0.0775540270
6.2750000000 0.0787316542 0.0788427111
6.3250000000 0.0804324112 0.0802617488
6.3750000000 0.0815014317 0.0816362042
6.4250000000 0.0832287246 0.0829190791
6.4750000000 0.0838272077 0.0840400754
6.5250000000 0.0855697013 0.0848687676
6.5750000000 0.0851576622 0.0850846117
