Frame Cu-O Cu-H Cu-Cu
998.0000000000 2.0306378155 2.7314732507 2.5932099327
999.0000000000 2.0162183416 2.6863718421 2.5986145280
1000.0000000000 2.0265107224 2.7154383446 2.5868045444
1001.0000000000 2.0015984052 2.6896158138 2.5851797482
1002.0000000000 2.0281762037 2.6634741293 2.5887326314
1003.0000000000 2.0151595599 2.6607740213 2.5888426485
1004.0000000000 1.9961973764 2.6728929376 2.6075682001
1005.0000000000 2.0323638745 2.6919108525 2.5981682560
1006.0000000000 2.0172620293 2.6748565259 2.5841473891
1007.0000000000 2.0239196375 2.6975127816 2.5960575522
1008.0000000000 2.0079032135 2.6670913645 2.5849724611
1009.0000000000 2.0489254475 2.6912633690 2.5965800340
1010.0000000000 2.0203438894 2.6963297360 2.5833159370
1011.0000000000 1.9859201140 2.6836734549 2.6038168341
1012.0000000000 2.0391932709 2.6798969021 2.5938459130
1013.0000000000 2.0145474611 2.6533463332 2.5885098725
1014.0000000000 2.0271951465 2.7251335456 2.5754962462
1015.0000000000 2.0580727746 2.6900692911 2.5944545959
1016.0000000000 1.9969741675 2.6727294956 2.6010045642
1017.0000000000 2.0354268031 2.6766490020 2.6087874122
1018.0000000000 2.0137942656 2.6656722313 2.6091342461
1019.0000000000 2.0249797587 2.6798900529 2.5983370997
1020.0000000000 2.0083090726 2.6736253187 2.5903136606
1021.0000000000 2.0145745289 2.6944909329 2.6189131134
1022.0000000000 2.0277026277 2.6786753272 2.5854343272
1023.0000000000 2.0372389486 2.7381322032 2.5831883915
1024.0000000000 2.0339764880 2.6588376083 2.5842834613
1025.0000000000 2.0261662779 2.7197706566 2.5911918823
1026.0000000000 2.0351786198 2.6764584771 2.5913367957
1027.0000000000 2.0317692247 2.7010838745 2.5820990146
1028.0000000000 2.0117150594 2.6848392878 2.5974007188
1029.0000000000 2.0283168186 2.6615559877 2.6126399440
1030.0000000000 2.0348295446 2.7355088978 2.5810012308
1031.0000000000 2.0177535054 2.6856825782 2.5975826878
1032.0000000000 2.0297349017 2.6576918580 2.5905689116
1033.0000000000 2.0156368461 2.6697216375 2.5885757987
1034.0000000000 2.0208381547 2.6869624572 2.5917100331
1035.0000000000 1.9867980477 2.6742009368 2.6071941881
1036.0000000000 2.0095094061 2.6422755652 2.6019254135
1037.0000000000 2.0068763429 2.6689075963 2.5896041609
1038.0000000000 2.0124948853 2.6674381977 2.5834909853
1039.0000000000 2.0156699047 2.7110167449 2.5837801690
1040.0000000000 2.0304572585 2.6824611838 2.5789266361
1041.0000000000 2.0252113485 2.7147409890 2.5931161191
1042.0000000000 2.0238735186 2.7420700820 2.5921027947
1043.0000000000 2.0401356550 2.7137113293 2.5926173215
1044.0000000000 2.0401940105 2.7065003564 2.5860674451
1045.0000000000 1.9785446624 2.7205840754 2.5932460942
1046.0000000000 2.0285014563 2.6866522639 2.6021265845
1047.0000000000 2.0181643898 2.7167821796 2.5825978034
1048.0000000000 2.0178900119 2.7176513655 2.5785468432
1049.0000000000 2.0251001699 2.7084502771 2.5724468036
1050.0000000000 2.0299296212 2.7355953808 2.5832125824
1051.0000000000 2.0207456329 2.6947148102 2.5769701206
1052.0000000000 2.0210047724 2.6871429616 2.5820625668
1053.0000000000 2.0293580144 2.6871812142 2.5990118633
1054.0000000000 2.0342326739 2.7399970310 2.5837601123
1055.0000000000 2.0312720855 2.6881660466 2.5938416446
1056.0000000000 2.0277991810 2.6793136487 2.5734233312
1057.0000000000 1.9993668122 2.6601770823 2.5826363345
1058.0000000000 2.0232777221 2.6690488817 2.5862431015
1059.0000000000 2.0345663872 2.6961230951 2.5989361649
1060.0000000000 2.0473856369 2.6920178265 2.5790039289
1061.0000000000 2.0401775380 2.6577057527 2.5907564997
1062.0000000000 2.0309271145 2.7086904462 2.5949212167
1063.0000000000 2.0226537574 2.6951257905 2.5819239894
1064.0000000000 2.0120747322 2.6846062341 2.5958579124
1065.0000000000 2.0329859609 2.6656391506 2.5783044284
1066.0000000000 2.0108746667 2.6952028844 2.5844900890
1067.0000000000 2.0237009213 2.7051633146 2.5986923673
1068.0000000000 2.0116415497 2.6886680766 2.5870020252
1069.0000000000 2.0207120198 2.6783789948 2.5767436635
1070.0000000000 2.0164449597 2.6670145395 2.5744596740
1071.0000000000 2.0112285577 2.6655524705 2.5978508975
1072.0000000000 1.9984815017 2.6419144581 2.5963925206
1073.0000000000 2.0132361112 2.6775512001 2.5974635428
1074.0000000000 2.0348876835 2.6822440887 2.5797346280
1075.0000000000 2.0397034500 2.6888253754 2.5883810160
1076.0000000000 2.0145948641 2.6833669859 2.5772252600
1077.0000000000 2.0079226753 2.6869240541 2.5906596835
1078.0000000000 2.0302789085 2.6462399400 2.5849059765
1079.0000000000 1.9995724244 2.7372339072 2.5872297640
1080.0000000000 2.0422823254 2.6958907932 2.5964016035
1081.0000000000 2.0276362705 2.7309617627 2.5761448232
1082.0000000000 2.0342544397 2.7072812249 2.5891126442
1083.0000000000 2.0204305156 2.6794458608 2.5820201664
1084.0000000000 2.0076884250 2.6695240016 2.5802668995
1085.0000000000 2.0138160778 2.6601959371 2.5788902369
1086.0000000000 2.0198179358 2.6909457155 2.5749542418
1087.0000000000 2.0158173751 2.6528397269 2.5834388232
1088.0000000000 2.0144824212 2.7038247054 2.5799633255
1089.0000000000 2.0237662628 2.6775456863 2.5868886488
1090.0000000000 2.0341067242 2.6601450079 2.5875050503
1091.0000000000 2.0076478859 2.6802958620 2.5740118205
1092.0000000000 2.0229055805 2.6660879198 2.5844854018
1093.0000000000 2.0080478653 2.6954633431 2.5787626580
1094.0000000000 2.0410548570 2.7150403022 2.5693548425
1095.0000000000 2.0414979948 2.6830628660 2.5779717417
1096.0000000000 2.0245937378 2.6802608483 2.5882914920
1097.0000000000 2.0260542005 2.6756522486 2.5854968048
1098.0000000000 2.0439228223 2.6831748505 2.5849461107
1099.0000000000 2.0346840666 2.7141406586 2.5848717861
1100.0000000000 2.0197296413 2.6829009468 2.5710647805
1101.0000000000 1.9838946419 2.6712129537 2.5725598763
1102.0000000000 2.0266429744 2.6997413844 2.5854403565
1103.0000000000 2.0248092280 2.7032452630 2.5708445925
1104.0000000000 2.0265277310 2.6981085858 2.5729867198
1105.0000000000 1.9905344635 2.6774293045 2.5670321292
1106.0000000000 2.0150892697 2.7046749806 2.5953314424
1107.0000000000 2.0097801064 2.6833222213 2.5801735413
1108.0000000000 2.0458496773 2.6816174688 2.5931468041
1109.0000000000 1.9944916748 2.6348993701 2.5942940786
1110.0000000000 2.0249920133 2.7163424818 2.5878724981
1111.0000000000 2.0384892991 2.7260956268 2.5830423480
1112.0000000000 2.0422893083 2.6716730637 2.5949510267
1113.0000000000 2.0544198310 2.6860358992 2.5781931576
1114.0000000000 2.0509255819 2.7095950990 2.5940378535
1115.0000000000 2.0289080795 2.6687315633 2.5789976692
1116.0000000000 2.0078410698 2.6769378184 2.5950471442
1117.0000000000 2.0150422064 2.6706136549 2.5712255544
1118.0000000000 2.0307332081 2.6703390191 2.5871034443
1119.0000000000 2.0116796409 2.6563868937 2.5679902878
1120.0000000000 2.0308861305 2.6846327506 2.5891876161
1121.0000000000 2.0200447914 2.6485239474 2.5942937649
1122.0000000000 2.0124255700 2.6697706612 2.5869466666
1123.0000000000 2.0294344532 2.6629695088 2.5848320009
1124.0000000000 2.0258408201 2.6633003691 2.5744760362
1125.0000000000 2.0193621051 2.6802319102 2.5927386172
1126.0000000000 2.0308353072 2.6885072673 2.5950221995
1127.0000000000 2.0170281350 2.6861716647 2.5903117914
1128.0000000000 2.0319452604 2.6715336315 2.5894216086
1129.0000000000 2.0487358043 2.6847716281 2.5778699068
1130.0000000000 2.0307828283 2.7257353379 2.5778921731
1131.0000000000 2.0162620226 2.6870300171 2.5891679088
1132.0000000000 2.0198364611 2.6808338855 2.5728292910
1133.0000000000 1.9996837144 2.6543546117 2.5746107772
1134.0000000000 2.0156531678 2.6819932073 2.5849551505
1135.0000000000 2.0189505743 2.6390423809 2.5813060207
1136.0000000000 2.0215305318 2.6811096450 2.5791522799
1137.0000000000 2.0267305149 2.6874189561 2.5736375979
1138.0000000000 2.0350100262 2.6627290324 2.5941181012
1139.0000000000 2.0119481086 2.6411361213 2.5712062397
1140.0000000000 2.0069995073 2.6792747664 2.5977348408
1141.0000000000 2.0169960739 2.6286092729 2.5810230827
1142.0000000000 1.9955802896 2.6343004941 2.5861239676
1143.0000000000 2.0324134283 2.6974094283 2.5813925340
1144.0000000000 2.0210076342 2.6846524424 2.5797343301
1145.0000000000 2.0223160036 2.6965218923 2.5680059423
1146.0000000000 2.0227946750 2.6698403883 2.5995582910
1147.0000000000 2.0495533124 2.7069275529 2.5956858540
1148.0000000000 2.0261393438 2.6654389827 2.5865517165
1149.0000000000 2.0061627245 2.6639775921 2.5761204804
1150.0000000000 2.0247592879 2.7122901974 2.5756486956
1151.0000000000 2.0291350052 2.6936644829 2.5937018940
1152.0000000000 2.0494067608 2.7264067943 2.5908324240
1153.0000000000 2.0236427044 2.6864396233 2.5898503315
1154.0000000000 1.9966283942 2.6727917091 2.5935659569
1155.0000000000 2.0253978121 2.6464807857 2.5971981253
1156.0000000000 2.0349692433 2.6871422815 2.5882473369
1157.0000000000 2.0346044001 2.6557561470 2.5832296371
1158.0000000000 1.9919053528 2.6957907426 2.6049587525
1159.0000000000 2.0378709492 2.6927936912 2.5893757848
1160.0000000000 2.0180452592 2.7405569885 2.5798368850
1161.0000000000 2.0277103518 2.7031095140 2.5848224677
1162.0000000000 2.0194153616 2.6968867777 2.5787536238
1163.0000000000 2.0216883480 2.6454102328 2.5886637738
1164.0000000000 2.0088254864 2.7243410861 2.5836518269
1165.0000000000 2.0547611514 2.6840001913 2.5851667089
1166.0000000000 2.0124241975 2.7041698500 2.5791884973
1167.0000000000 2.0227526642 2.6990876186 2.5869428503
1168.0000000000 2.0161837321 2.6998622441 2.5930177850
1169.0000000000 2.0274960420 2.6765863860 2.5861210733
1170.0000000000 2.0019363094 2.6553818426 2.5961221220
1171.0000000000 2.0288418203 2.6554964671 2.5879979905
1172.0000000000 2.0168297219 2.7143851889 2.5881037754
1173.0000000000 2.0215225436 2.6670196587 2.5797261632
1174.0000000000 1.9927361267 2.6877704198 2.5840000960
1175.0000000000 2.0023020868 2.6482474337 2.5757222850
1176.0000000000 2.0282038925 2.7315476114 2.5881454180
1177.0000000000 2.0118134002 2.6612838858 2.5878559070
1178.0000000000 2.0309371347 2.7126177293 2.5925341631
1179.0000000000 2.0188334896 2.6555339317 2.5815060437
1180.0000000000 2.0247237222 2.6769324411 2.5817328026
1181.0000000000 2.0267056856 2.6623172207 2.5896517579
1182.0000000000 2.0190829724 2.6744601387 2.5876485165
1183.0000000000 2.0298499832 2.6842426204 2.5874916578
1184.0000000000 2.0256017366 2.6921275217 2.5757519551
1185.0000000000 2.0248920852 2.6522913934 2.5925591436
1186.0000000000 2.0081297438 2.6568608257 2.5844096720
1187.0000000000 2.0028259542 2.7452616911 2.5786884832
1188.0000000000 2.0604274073 2.7090670064 2.5985240990
1189.0000000000 2.0216601495 2.6606224258 2.5815434025
1190.0000000000 2.0193011220 2.6820290364 2.5712779952
1191.0000000000 1.9998998250 2.6437647668 2.5867059826
1192.0000000000 2.0239056251 2.6622319129 2.5783594780
1193.0000000000 2.0078405558 2.7113463678 2.5918411458
1194.0000000000 2.0232738402 2.6765624047 2.5835079433
1195.0000000000 2.0411925960 2.6744367756 2.5797423947
1196.0000000000 2.0162179273 2.6384241130 2.5609276818
1197.0000000000 2.0299713643 2.7288184975 2.5858279538
1198.0000000000 2.0370629434 2.6594550771 2.5944079431
1199.0000000000 2.0464135819 2.7258563452 2.5854794180
1200.0000000000 2.0169362711 2.6821983230 2.5944252777
1201.0000000000 2.0202672230 2.6611126373 2.5872805724
1202.0000000000 2.0308288810 2.6754476764 2.5873764170
1203.0000000000 2.0097229619 2.6596584336 2.5768037713
1204.0000000000 2.0217988718 2.6884942618 2.5731303257
1205.0000000000 2.0345248632 2.6836657934 2.5685616169
1206.0000000000 2.0330285493 2.6626321282 2.5871838046
1207.0000000000 2.0190595395 2.6896482391 2.5883241552
1208.0000000000 2.0160234507 2.7028663807 2.5822580344
1209.0000000000 2.0303972552 2.6990402410 2.5858264625
1210.0000000000 2.0191171306 2.6840122394 2.6003217102
1211.0000000000 2.0353137135 2.7370883901 2.5846247862
1212.0000000000 2.0282736393 2.6990243707 2.6062148164
1213.0000000000 2.0348186621 2.6956995858 2.5711089232
1214.0000000000 2.0150187941 2.6685469663 2.5851035729
1215.0000000000 2.0300445645 2.6921254634 2.5950380700
1216.0000000000 2.0447298092 2.6656076152 2.5918818166
1217.0000000000 2.0346795873 2.6846660821 2.5830712210
1218.0000000000 2.0101274333 2.6902489763 2.5985310871
1219.0000000000 2.0304732781 2.6900527111 2.5910297772
1220.0000000000 2.0247456172 2.7053699852 2.5807314980
1221.0000000000 2.0382750059 2.6916935543 2.5845017304
1222.0000000000 2.0008020943 2.6445902893 2.6065051754
1223.0000000000 2.0226471129 2.6953039584 2.5939056246
1224.0000000000 2.0262536428 2.6914928391 2.5916524357
1225.0000000000 2.0393093711 2.7436572363 2.5834858623
1226.0000000000 2.0551946879 2.6730582305 2.5919455449
1227.0000000000 2.0129520216 2.7048501017 2.5725785291
1228.0000000000 2.0204540297 2.6695526827 2.5764269595
1229.0000000000 2.0307490403 2.6883257358 2.6010557362
1230.0000000000 2.0279870174 2.7161469385 2.5899546926
1231.0000000000 1.9813421622 2.6739274675 2.5787860896
1232.0000000000 2.0186594855 2.7080791058 2.5773049383
1233.0000000000 2.0206316392 2.6860011928 2.5947016234
1234.0000000000 2.0099365013 2.6725685507 2.5889938599
1235.0000000000 2.0428055335 2.6903862311 2.5872723213
1236.0000000000 2.0269561493 2.6476994399 2.5838741867
1237.0000000000 2.0264638050 2.6976105902 2.5949447902
1238.0000000000 2.0208684293 2.6667690673 2.5959587922
1239.0000000000 2.0358798271 2.7113216472 2.5894323710
1240.0000000000 2.0313637494 2.6719513571 2.5816636837
1241.0000000000 2.0461541176 2.7163639568 2.5921056631
1242.0000000000 2.0168091066 2.6930589694 2.5770188060
1243.0000000000 2.0067996657 2.6717514590 2.5817684646
1244.0000000000 2.0155879893 2.6901131319 2.5899592611
1245.0000000000 2.0205733235 2.6536197350 2.5863230343
1246.0000000000 2.0166449162 2.6903350388 2.5968911143
1247.0000000000 2.0453941142 2.6839807915 2.5832331877
1248.0000000000 1.9966463818 2.6592112133 2.5907237607
1249.0000000000 2.0473718941 2.6360535924 2.5965968051
1250.0000000000 2.0039241734 2.6657476922 2.5813017528
1251.0000000000 2.0203118101 2.6922905538 2.5669930094
1252.0000000000 2.0265490402 2.7266327516 2.5946724683
1253.0000000000 2.0196149853 2.6490699834 2.6051653855
1254.0000000000 2.0440344131 2.6812642349 2.6013663205
1255.0000000000 2.0151660194 2.6309988387 2.5755689554
1256.0000000000 2.0149576512 2.6832421318 2.5740790491
1257.0000000000 2.0174898812 2.6874541858 2.5787262849
1258.0000000000 1.9977715146 2.6789203656 2.5796782317
1259.0000000000 2.0177350146 2.6522728555 2.5776598367
1260.0000000000 2.0174999234 2.7017309212 2.5863374658
1261.0000000000 2.0242156921 2.6671762083 2.5904979962
1262.0000000000 2.0536044367 2.7112721594 2.5841324040
1263.0000000000 2.0459832766 2.6395314894 2.5855799709
1264.0000000000 2.0314692038 2.6590570161 2.5779319028
1265.0000000000 2.0389558639 2.6548881791 2.5819116341
1266.0000000000 2.0066591614 2.6942926884 2.5863613664
1267.0000000000 2.0435948787 2.6693318904 2.5849332388
1268.0000000000 2.0215759239 2.6604333082 2.5887045671
1269.0000000000 2.0480351229 2.6500132866 2.5780591994
1270.0000000000 2.0501024372 2.7120172112 2.6012825278
1271.0000000000 2.0296217811 2.6890460254 2.5760649845
1272.0000000000 2.0401563392 2.7322306772 2.5879898881
1273.0000000000 2.0444433350 2.6712149542 2.5853430512
1274.0000000000 2.0206547258 2.7026722206 2.5871590350
1275.0000000000 2.0463630538 2.6918753415 2.5775046781
1276.0000000000 2.0175859935 2.6944214926 2.5747675034
1277.0000000000 2.0585496537 2.6940876442 2.5880767113
1278.0000000000 2.0402895993 2.7386070860 2.5938941326
1279.0000000000 2.0202046127 2.7088004719 2.5790542912
1280.0000000000 2.0344082870 2.7384539370 2.5861796955
1281.0000000000 2.0247766563 2.7121048633 2.6016410208
1282.0000000000 2.0263405683 2.6935103685 2.5981746099
1283.0000000000 2.0261603069 2.6636083510 2.5913421584
1284.0000000000 2.0279412096 2.6789889349 2.5893887587
1285.0000000000 2.0407282823 2.7364412107 2.5996316407
1286.0000000000 2.0348892316 2.7105123720 2.5779396603
1287.0000000000 2.0292523897 2.6787439064 2.5846186427
1288.0000000000 2.0269400897 2.7252998602 2.6043158790
1289.0000000000 2.0173296557 2.6990396440 2.5794321001
1290.0000000000 2.0314676889 2.6692094109 2.5836751609
1291.0000000000 2.0267399690 2.6607853537 2.5981841415
1292.0000000000 2.0064678595 2.6811783536 2.5884829696
1293.0000000000 2.0157765414 2.6589410228 2.5695642654
1294.0000000000 2.0478180979 2.6633947081 2.5915812267
1295.0000000000 2.0272034164 2.6681733551 2.5922503965
1296.0000000000 2.0537033692 2.6718941478 2.5964655950
1297.0000000000 2.0272786607 2.6645965883 2.5875891252
1298.0000000000 2.0125837599 2.6621565702 2.5878942246
1299.0000000000 2.0289454865 2.6384908993 2.5867842334
1300.0000000000 2.0329733889 2.6577433863 2.5992061930
1301.0000000000 2.0416821612 2.6995783639 2.5865380446
1302.0000000000 2.0343207870 2.6650432240 2.5878522166
1303.0000000000 2.0457753979 2.6904961608 2.5790533621
1304.0000000000 2.0295115121 2.6856524967 2.5846730268
1305.0000000000 2.0306158747 2.6545445030 2.5873643595
1306.0000000000 2.0167480252 2.6404475364 2.5899497822
1307.0000000000 2.0504602600 2.6652832593 2.5915264920
1308.0000000000 2.0457117439 2.6870023633 2.5793985956
1309.0000000000 2.0632546775 2.6421921141 2.5977973437
1310.0000000000 2.0322444763 2.6693270522 2.5756125710
1311.0000000000 2.0481946569 2.6486167955 2.5925157314
1312.0000000000 2.0290205580 2.6747435183 2.5924699572
1313.0000000000 2.0333884253 2.6789362608 2.6029093824
1314.0000000000 2.0176108034 2.7048544441 2.5858257174
1315.0000000000 2.0268409649 2.6476214798 2.5879821990
1316.0000000000 2.0180926901 2.6511130519 2.5812916094
1317.0000000000 2.0331884894 2.6694775312 2.5854486056
1318.0000000000 2.0245456363 2.6735242564 2.5885626196
1319.0000000000 2.0168974453 2.6593197678 2.5869987009
1320.0000000000 2.0217365673 2.6966453978 2.5883326241
1321.0000000000 2.0057470949 2.6240373463 2.5800750847
1322.0000000000 2.0378630997 2.6742364183 2.5754020341
1323.0000000000 2.0222305627 2.6686874670 2.5906447444
1324.0000000000 2.0094048225 2.7256267260 2.5934329897
1325.0000000000 2.0273439809 2.6610884638 2.6043004775
1326.0000000000 2.0198592713 2.6754013244 2.6035752671
1327.0000000000 2.0706025288 2.6599531656 2.5952909742
1328.0000000000 2.0416881423 2.6814195906 2.5919840757
1329.0000000000 2.0275945180 2.6741776315 2.5751220117
1330.0000000000 2.0326193510 2.7129406324 2.5914408407
1331.0000000000 2.0617255394 2.7132947791 2.5853272960
1332.0000000000 2.0199440379 2.6858218333 2.5850495998
1333.0000000000 2.0388350813 2.6962977775 2.5845962650
1334.0000000000 2.0369313146 2.6429920506 2.5965407225
1335.0000000000 2.0187772095 2.6791463617 2.5906139591
1336.0000000000 2.0334125628 2.6749313190 2.5807686735
1337.0000000000 2.0070045541 2.6663342811 2.5914385024
1338.0000000000 2.0394903601 2.7038824943 2.5802624491
1339.0000000000 2.0064062964 2.6376716098 2.5919079024
1340.0000000000 2.0094941100 2.6463686033 2.5817119117
1341.0000000000 2.0359776410 2.6758266019 2.5834358999
1342.0000000000 2.0236453209 2.6858498728 2.5987369786
1343.0000000000 2.0155852996 2.6556043987 2.5780865894
1344.0000000000 2.0359097949 2.7250122063 2.5909902893
1345.0000000000 2.0252708380 2.6918573512 2.5726961907
1346.0000000000 2.0469969825 2.7040998222 2.5836559776
1347.0000000000 2.0427838818 2.6905401565 2.5774729189
1348.0000000000 1.9985755165 2.6968108128 2.5960875400
1349.0000000000 2.0492742866 2.6768550041 2.5754789602
1350.0000000000 2.0283903286 2.6629784676 2.5846607186
1351.0000000000 2.0170422102 2.7158708116 2.5881533240
1352.0000000000 1.9954075895 2.6399928676 2.5776756876
1353.0000000000 2.0395730148 2.6928819220 2.5981685120
1354.0000000000 1.9879770527 2.6430343799 2.5834732700
1355.0000000000 2.0337904518 2.6907758456 2.5847234371
1356.0000000000 2.0092901394 2.6316189578 2.5959189211
1357.0000000000 2.0329966978 2.6684047408 2.5914884760
1358.0000000000 2.0241902618 2.6565235875 2.5806481138
1359.0000000000 2.0285012582 2.7069273536 2.5871609972
1360.0000000000 2.0160474277 2.6842977703 2.5797922673
1361.0000000000 2.0295796659 2.7172055159 2.5755975938
1362.0000000000 2.0154365684 2.6721666805 2.5796537360
1363.0000000000 2.0163807065 2.6836384336 2.5820861546
1364.0000000000 2.0300753973 2.6769123145 2.5975398777
1365.0000000000 2.0267636836 2.6465003320 2.5805761803
1366.0000000000 2.0076786274 2.6809574085 2.5730973138
1367.0000000000 2.0179254212 2.6846305329 2.5859333715
1368.0000000000 2.0132950093 2.7202279678 2.5916890214
1369.0000000000 2.0471301796 2.7272742163 2.5774258605
1370.0000000000 2.0210454469 2.7066241055 2.5892158110
1371.0000000000 2.0064078781 2.6654560815 2.5875295993
1372.0000000000 2.0204186306 2.6571867302 2.5887578134
1373.0000000000 2.0209300087 2.6869123017 2.5825691879
1374.0000000000 2.0034791005 2.7119965636 2.5759263391
1375.0000000000 2.0401207856 2.7112071130 2.5770326641
1376.0000000000 2.0135627223 2.6550642015 2.5989902286
1377.0000000000 2.0064121273 2.6657555200 2.5775604541
1378.0000000000 1.9909263363 2.7160277979 2.5917416210
1379.0000000000 2.0068653826 2.6739215155 2.5808954840
1380.0000000000 1.9946543289 2.6834887356 2.5798923254
1381.0000000000 2.0045140619 2.6913913602 2.5779073546
1382.0000000000 2.0043750202 2.6910846755 2.5986063324
1383.0000000000 2.0052008002 2.6210734356 2.5800606027
1384.0000000000 2.0240093077 2.6725906324 2.5792719451
1385.0000000000 2.0119329872 2.6512284735 2.5755180400
1386.0000000000 2.0008906862 2.7029858937 2.5834682621
1387.0000000000 1.9876445452 2.6480475307 2.5853639108
1388.0000000000 1.9993112131 2.6509382858 2.5809992223
1389.0000000000 2.0261666304 2.6688339986 2.5788761320
1390.0000000000 1.9967686964 2.6547803715 2.5949563993
1391.0000000000 2.0318934717 2.6943904693 2.5887242966
1392.0000000000 2.0241202402 2.7134364033 2.5851834537
1393.0000000000 2.0102362502 2.6590637527 2.5917572002
1394.0000000000 2.0205543576 2.6553674926 2.5962696833
1395.0000000000 2.0018375413 2.6676626646 2.5873621761
1396.0000000000 2.0083914210 2.6652469113 2.5916844111
1397.0000000000 2.0021717941 2.6318663258 2.5750866833
1398.0000000000 2.0117772388 2.6984495978 2.5861338218
1399.0000000000 2.0082701433 2.6555892419 2.5731327206
1400.0000000000 2.0182261888 2.6958711203 2.5797993576
1401.0000000000 2.0048481344 2.6904413806 2.5937724030
1402.0000000000 2.0234747089 2.6798197812 2.5923311506
1403.0000000000 2.0110495480 2.6597186393 2.5814652073
1404.0000000000 2.0021916268 2.6552474220 2.5909716431
1405.0000000000 2.0094713017 2.7013019244 2.5858062569
1406.0000000000 2.0184390492 2.6915965053 2.5927359828
1407.0000000000 2.0244757548 2.6771790920 2.5842159913
1408.0000000000 2.0194973509 2.7196568081 2.5766506606
1409.0000000000 2.0067819332 2.6717537962 2.5996670638
1410.0000000000 2.0118993999 2.6757681018 2.5883174399
1411.0000000000 2.0257723606 2.7036156455 2.5881009385
1412.0000000000 2.0123386491 2.6730832693 2.5904859491
1413.0000000000 1.9855885291 2.6527746325 2.5815978248
1414.0000000000 2.0054657226 2.6619106780 2.5964708361
1415.0000000000 2.0203802511 2.7181868272 2.5981143406
1416.0000000000 2.0149244465 2.6632099083 2.5847786577
1417.0000000000 2.0139413323 2.6852792376 2.5935829360
1418.0000000000 2.0116879598 2.6559997567 2.5996222580
1419.0000000000 2.0323162743 2.7151500110 2.5842879923
1420.0000000000 2.0096603631 2.6779478231 2.5802809261
1421.0000000000 2.0310759395 2.7035794270 2.5827235317
1422.0000000000 2.0075204857 2.6587563810 2.5787604118
1423.0000000000 2.0033531265 2.6531596207 2.5726439755
1424.0000000000 2.0355952161 2.6442387720 2.5839282334
1425.0000000000 1.9817201736 2.6398269267 2.5946232327
1426.0000000000 1.9979956820 2.6623741512 2.5923981045
1427.0000000000 2.0201634033 2.6609355987 2.5906738938
1428.0000000000 2.0217524814 2.6184310809 2.5787147882
1429.0000000000 1.9969748992 2.6802011376 2.5881317093
1430.0000000000 2.0143271820 2.7058752144 2.5891052897
1431.0000000000 2.0156678715 2.6898911762 2.5828000800
1432.0000000000 2.0148134947 2.6653627805 2.5911105866
1433.0000000000 1.9974589512 2.6605582348 2.5900636978
1434.0000000000 2.0328742291 2.6914828371 2.5867326218
1435.0000000000 2.0049759002 2.6375824930 2.5904037161
1436.0000000000 1.9776989529 2.7110751891 2.5897151549
1437.0000000000 2.0083699630 2.7052613192 2.5891047843
1438.0000000000 1.9950315567 2.6382231870 2.5913941068
1439.0000000000 1.9985216649 2.7047344431 2.5831148591
1440.0000000000 2.0178233081 2.7185476558 2.5986602184
1441.0000000000 2.0132363977 2.7135146001 2.5716890080
1442.0000000000 2.0225021819 2.6819063787 2.5824090211
1443.0000000000 2.0219587449 2.6597800231 2.5788680650
1444.0000000000 2.0374810408 2.7057625844 2.5872021659
1445.0000000000 2.0103726524 2.6916931294 2.5800478530
1446.0000000000 2.0157605935 2.6585409926 2.5794173815
1447.0000000000 2.0105990549 2.6247551091 2.5801782946
1448.0000000000 2.0047650243 2.6648246381 2.5839184141
1449.0000000000 2.0348480500 2.6706575991 2.5720922858
1450.0000000000 2.0138663136 2.7042633241 2.5745846833
1451.0000000000 2.0054234187 2.6944414669 2.5662746674
1452.0000000000 1.9991377500 2.6586084874 2.5765243902
1453.0000000000 2.0076934637 2.6292419457 2.5829232865
1454.0000000000 2.0089944327 2.6908746229 2.5945869951
1455.0000000000 2.0487609952 2.7279008201 2.5765747792
1456.0000000000 2.0022868420 2.6583258108 2.5811413737
1457.0000000000 2.0423856303 2.6937208322 2.5816748043
1458.0000000000 1.9945349762 2.6872610714 2.5945611450
1459.0000000000 2.0164519138 2.7306104851 2.6068603995
1460.0000000000 2.0234517835 2.6269433160 2.5902248558
1461.0000000000 2.0123217291 2.6953054016 2.5812283073
1462.0000000000 2.0146971316 2.6750071205 2.6076332241
1463.0000000000 1.9984235730 2.7062303227 2.5944042877
1464.0000000000 2.0292148234 2.7119927017 2.5885462243
1465.0000000000 1.9882333465 2.6318748775 2.5854284166
1466.0000000000 1.9965538780 2.6423867954 2.5896673036
1467.0000000000 2.0163242960 2.6969481265 2.5891721222
1468.0000000000 1.9949644793 2.6175816975 2.5982110608
1469.0000000000 1.9937607878 2.6508726196 2.5823359735
1470.0000000000 2.0014213541 2.6496326566 2.5893339410
1471.0000000000 2.0026373308 2.6709904816 2.5864008489
1472.0000000000 2.0075323498 2.6814426247 2.5927355061
1473.0000000000 2.0277206608 2.6629302801 2.5867611688
1474.0000000000 2.0359559668 2.7226861754 2.5741283692
1475.0000000000 2.0182669782 2.6741523927 2.5822537050
1476.0000000000 2.0130994041 2.6934388378 2.5899024783
1477.0000000000 2.0101281892 2.6824413497 2.5820154144
1478.0000000000 2.0332680589 2.7333009417 2.5942669602
1479.0000000000 2.0127498098 2.7029636365 2.5748515976
